,end_of_date,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
3281,2012-08-07,7.85,7.75,0.5,0.07,0.30071,95.7,148648,148648,0,0,0,0,154586,156876,191757,197331,203745.0,200758.0,0,0,0,-1,148647,0,0,0,0,148647,0,0,0,0,148647,,,,,,0,0,0,-18,148629
3282,2012-08-06,7.85,7.75,0.5,0.06,0.30143,95.8,148648,148648,0,0,0,0,153191,156794,170937,183545,200669.0,198627.0,0,0,0,0,148648,0,0,0,-3,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3283,2012-08-03,7.85,7.75,0.5,0.06,0.30143,96.0,148648,148648,0,0,0,0,154689,154924,172631,178334,185567.0,193221.0,0,0,0,0,148648,0,0,0,0,148648,0,0,0,-3,148645,,,,,,0,0,0,-16,148629
3284,2012-08-02,7.85,7.75,0.5,0.06,0.30143,96.0,148648,148648,0,0,0,0,152461,154951,171952,187595,193449.0,194329.0,0,0,0,0,148648,0,0,0,0,148648,0,0,0,0,148648,,,,,,0,0,0,-19,148629
3285,2012-08-01,7.85,7.75,0.5,0.06,0.30143,95.8,148645,148648,0,3,0,0,152399,154039,159171,164665,178452.0,169949.0,0,0,0,0,148648,0,0,0,0,148648,0,0,0,0,148648,,,,,,0,0,0,-19,148629
3286,2012-07-31,7.85,7.75,0.5,0.06,0.30107,95.9,148645,148645,0,0,0,0,155141,155166,175054,184183,191664.0,201532.0,0,0,0,3,148648,0,0,0,0,148648,0,0,0,0,148648,,,,,,0,0,0,-19,148629
3287,2012-07-30,7.85,7.75,0.5,0.06,0.30214,95.9,148645,148645,0,0,0,0,153579,153764,169349,179551,193219.0,187663.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3288,2012-07-27,7.85,7.75,0.5,0.05,0.30214,95.9,148645,148645,0,0,0,0,151618,156408,176892,189076,197716.0,198361.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3289,2012-07-26,7.85,7.75,0.5,0.05,0.3025,96.2,148645,148645,0,0,0,0,152378,157639,170445,175411,193263.0,195043.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3290,2012-07-25,7.85,7.75,0.5,0.04,0.30179,96.3,148645,148645,0,1,0,0,150442,151629,165390,148188,163628.0,163599.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3291,2012-07-24,7.85,7.75,0.5,0.05,0.30179,96.2,148645,148645,0,0,0,0,152053,152803,160453,180423,188993.0,189274.0,0,0,0,1,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3292,2012-07-23,7.85,7.75,0.5,0.05,0.30179,96.2,148645,148645,0,0,0,0,152183,152605,161387,169265,185681.0,188903.0,0,0,0,0,148645,0,0,0,-2,148642,0,0,0,0,148642,,,,,,0,0,0,-14,148629
3293,2012-07-20,7.85,7.75,0.5,0.05,0.30179,96.0,148645,148645,0,0,0,0,151254,152324,161591,170363,175944.0,179287.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,-2,148645,,,,,,0,0,0,-14,148629
3294,2012-07-19,7.85,7.75,0.5,0.05,0.30179,95.9,148645,148645,0,0,0,0,151847,151949,156404,175052,189961.0,189970.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3295,2012-07-18,7.85,7.75,0.5,0.06,0.30179,96.0,148641,148645,0,4,0,0,156681,158112,163473,171904,165407.0,167083.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3296,2012-07-17,7.85,7.75,0.5,0.06,0.30179,96.0,148641,148641,0,0,0,0,153945,156054,175745,179362,185900.0,185926.0,0,0,0,4,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3297,2012-07-16,7.85,7.75,0.5,0.08,0.30179,96.1,148641,148641,0,0,0,0,154279,155230,180102,180930,191635.0,194094.0,0,0,0,0,148641,0,0,0,-2,148639,0,0,0,0,148639,,,,,,0,0,0,-10,148629
3298,2012-07-13,7.85,7.75,0.5,0.08,0.30214,96.3,148641,148641,0,0,0,0,153569,158404,169316,171295,188942.0,196517.0,0,0,0,0,148641,0,0,0,0,148641,0,0,0,-2,148639,,,,,,0,0,0,-10,148629
3299,2012-07-12,7.85,7.75,0.5,0.07,0.30179,96.2,148641,148641,0,0,0,0,155707,156423,172543,179866,192883.0,193776.0,0,0,0,0,148641,0,0,0,0,148641,0,0,0,0,148641,,,,,,0,0,0,-12,148629
3300,2012-07-11,7.85,7.75,0.5,0.07,0.30286,96.1,148636,148641,0,5,0,0,154235,156193,168427,156077,160012.0,162401.0,0,0,0,0,148641,0,0,0,0,148641,0,0,0,0,148641,,,,,,0,0,0,-12,148629
3301,2012-07-10,7.85,7.75,0.5,0.08,0.30286,96.1,148636,148636,0,0,0,0,151667,158369,182176,192010,193235.0,194758.0,0,0,0,5,148641,0,0,0,0,148641,0,0,0,0,148641,,,,,,0,0,0,-12,148629
3302,2012-07-09,7.85,7.75,0.5,0.08,0.30286,96.1,148636,148636,0,0,0,0,152244,152867,167813,181163,190551.0,196734.0,0,0,0,0,148636,0,0,0,4,148640,0,0,0,0,148640,,,,,,0,0,0,-11,148629
3303,2012-07-06,7.85,7.75,0.5,0.08,0.30286,96.0,148636,148636,0,0,0,0,154148,154321,172148,185733,214085.0,207772.0,0,0,0,0,148636,0,0,0,0,148636,0,0,0,4,148640,,,,,,0,0,0,-11,148629
3304,2012-07-05,7.85,7.75,0.5,0.07,0.30357,95.8,148661,148636,0,-25,0,0,155369,158774,169865,171161,180483.0,185811.0,0,0,0,0,148636,0,0,0,0,148636,0,0,0,0,148636,,,,,,0,0,0,-7,148629
3305,2012-07-04,7.85,7.75,0.5,0.04,0.30321,95.7,148661,148661,0,0,0,0,151221,152894,160221,164203,165578.0,165145.0,0,0,0,-25,148636,0,0,0,0,148636,0,0,0,0,148636,,,,,,0,0,0,-7,148629
3306,2012-07-03,7.85,7.75,0.5,0.03,0.3025,95.8,148661,148661,0,0,0,0,151155,161272,174182,187305,196726.0,200121.0,0,0,0,0,148661,0,0,0,-26,148635,0,0,0,0,148635,,,,,,0,0,0,-6,148629
3307,2012-06-29,7.85,7.75,0.5,0.04,0.30286,95.9,148661,148661,0,0,0,0,157234,161024,190001,201697,206568.0,208001.0,0,0,0,0,148661,0,0,0,0,148661,0,0,0,-26,148635,,,,,,0,0,0,-6,148629
3308,2012-06-28,7.85,7.75,0.5,0.03,0.3025,96.1,148661,148661,0,0,0,0,152621,153363,167295,176076,191711.0,185927.0,0,0,0,0,148661,0,0,0,0,148661,0,0,0,0,148661,0,0,0,-32,148629.0,0,0,0,0,148629
3309,2012-06-27,7.85,7.75,0.5,0.03,0.30286,96.1,148710,148661,0,-50,0,0,153151,155152,155232,155328,188268.0,163680.0,0,0,0,0,148661,0,0,0,0,148661,0,0,0,0,148661,,,,,,0,0,0,-32,148629
3310,2012-06-26,7.85,7.75,0.5,0.03,0.30286,96.1,148710,148710,0,0,0,0,150883,157611,170394,179385,188041.0,179041.0,0,0,0,-50,148661,0,0,0,0,148661,0,0,0,0,148661,,,,,,0,0,0,-32,148629
3311,2012-06-25,7.85,7.75,0.5,0.03,0.30286,96.3,148677,148710,0,33,0,0,152113,157468,172878,175354,189501.0,187210.0,0,0,0,0,148710,0,0,0,-51,148660,0,0,0,0,148660,,,,,,0,0,0,-31,148629
3312,2012-06-22,7.85,7.75,0.5,0.03,0.30286,96.2,148668,148677,0,9,0,0,156750,158251,178014,184232,193174.0,192350.0,0,0,0,33,148710,0,0,0,0,148710,0,0,0,-51,148660,,,,,,0,0,0,-31,148629
3313,2012-06-21,7.85,7.75,0.5,0.03,0.30286,95.9,148644,148668,0,24,0,0,153315,163470,180655,194485,202759.0,205258.0,0,0,0,9,148677,0,0,0,33,148710,0,0,0,0,148710,,,,,,0,0,0,-82,148629
3314,2012-06-20,7.85,7.75,0.5,0.03,0.3025,95.7,148756,148644,0,-111,0,0,152695,153817,163432,151467,178954.0,176441.0,0,0,0,24,148668,0,0,0,9,148677,0,0,0,33,148710,,,,,,0,0,0,-82,148629
3315,2012-06-19,7.85,7.75,0.5,0.03,0.3025,95.8,148723,148756,0,33,0,0,151271,153958,159698,163593,179535.0,178394.0,0,0,0,-111,148644,0,0,0,24,148668,0,0,0,9,148677,,,,,,0,0,0,-48,148629
3316,2012-06-18,7.85,7.75,0.5,0.04,0.3025,95.7,148659,148723,0,64,0,0,165000,165764,174066,179663,189254.0,197693.0,0,0,0,33,148756,0,0,0,-111,148645,0,0,0,24,148669,,,,,,0,0,0,-40,148629
3317,2012-06-15,7.85,7.75,0.5,0.04,0.30214,95.9,148659,148659,0,0,0,0,163413,163730,182915,187251,199997.0,194127.0,0,0,0,64,148723,0,0,0,31,148753,0,0,0,-111,148643,,,,,,0,0,0,-14,148629
3318,2012-06-14,7.85,7.75,0.5,0.04,0.3025,96.1,148650,148659,0,8,0,0,164441,170686,179653,192020,203224.0,203185.0,0,0,0,0,148659,0,0,0,111,148770,0,0,0,31,148800,,,,,,0,0,0,-171,148629
3319,2012-06-13,7.85,7.75,0.5,0.05,0.3025,96.1,148731,148650,0,-80,0,0,158630,167408,171769,152731,174432.0,169437.0,0,0,0,8,148659,0,0,0,0,148659,0,0,0,111,148770,,,,,,0,0,0,-141,148629
3320,2012-06-12,7.85,7.75,0.5,0.05,0.3025,96.2,148731,148731,0,0,0,0,152988,156261,163596,187537,196091.0,197221.0,0,0,0,-80,148650,0,0,0,8,148659,0,0,0,0,148659,,,,,,0,0,0,-30,148629
3321,2012-06-11,7.85,7.75,0.5,0.05,0.3025,96.0,148720,148731,0,10,0,0,161528,162759,175193,182894,201533.0,201792.0,0,0,0,0,148731,0,0,0,-81,148650,0,0,0,8,148658,,,,,,0,0,0,-29,148629
3322,2012-06-08,7.85,7.75,0.5,0.05,0.3025,96.2,148713,148720,0,7,0,0,156926,158156,164872,177249,191171.0,191697.0,0,0,0,10,148731,0,0,0,0,148731,0,0,0,-81,148650,,,,,,0,0,0,-21,148629
3323,2012-06-07,7.85,7.75,0.5,0.05,0.3025,96.0,148676,148713,0,37,0,0,159631,160508,174594,183835,198249.0,201859.0,0,0,0,7,148720,0,0,0,10,148731,0,0,0,0,148731,,,,,,0,0,0,-102,148629
3324,2012-06-06,7.85,7.75,0.5,0.05,0.3025,96.1,148693,148676,0,-17,0,0,159336,159353,183689,182706,186428.0,186373.0,0,0,0,37,148713,0,0,0,7,148720,0,0,0,10,148731,,,,,,0,0,0,-102,148629
3325,2012-06-05,7.85,7.75,0.5,0.05,0.3025,96.1,148673,148693,0,21,0,0,151457,153767,166228,176955,184163.0,185622.0,0,0,0,-17,148676,0,0,0,37,148713,0,0,0,7,148720,,,,,,0,0,0,-92,148629
3326,2012-06-04,7.85,7.75,0.5,0.05,0.3025,96.1,148655,148673,0,17,0,0,153702,156115,178122,192950,195082.0,192820.0,0,0,0,21,148693,0,0,0,-17,148677,0,0,0,37,148713,,,,,,0,0,0,-84,148629
3327,2012-06-01,7.85,7.75,0.5,0.05,0.3025,96.3,148655,148655,0,0,0,0,154275,154294,171891,186032,192761.0,197718.0,0,0,0,17,148673,0,0,0,21,148693,0,0,0,-17,148677,,,,,,0,0,0,-48,148629
3328,2012-05-31,7.85,7.75,0.5,0.05,0.30286,96.2,148655,148655,0,0,0,0,159468,162002,171656,180668,191129.0,192099.0,0,0,0,0,148655,0,0,0,17,148673,0,0,0,21,148693,,,,,,0,0,0,-65,148629
3329,2012-05-30,7.85,7.75,0.5,0.05,0.30286,96.0,148771,148655,0,-26,-90,0,155768,159543,184808,185355,169920.0,164513.0,0,0,0,0,148655,0,0,0,0,148655,0,0,0,17,148673,,,,,,0,0,0,-44,148629
3330,2012-05-29,7.85,7.75,0.5,0.05,0.30286,95.8,148681,148771,0,0,0,90,151792,165569,196482,210046,212859.0,212954.0,0,0,-90,-26,148655,0,0,0,0,148655,0,0,0,0,148655,,,,,,0,0,0,-27,148629
3331,2012-05-28,7.85,7.75,0.5,0.05,0.3025,95.8,148678,148681,0,3,0,0,151457,152241,167590,174309,173789.0,175490.0,0,0,0,0,148681,0,0,0,-26,148655,0,0,0,0,148655,,,,,,0,0,0,-26,148629
3332,2012-05-25,7.85,7.75,0.5,0.05,0.30286,95.9,148683,148678,0,-4,0,0,150930,152946,181824,194842,206802.0,207023.0,0,0,0,3,148681,0,0,0,0,148681,0,0,0,-26,148655,,,,,,0,0,0,-26,148629
3333,2012-05-24,7.85,7.75,0.5,0.04,0.30357,95.8,148662,148683,0,21,0,0,154131,170163,190217,206268,205972.0,206142.0,0,0,0,-4,148678,0,0,0,3,148681,0,0,0,0,148681,,,,,,0,0,0,-52,148629
3334,2012-05-23,7.85,7.75,0.5,0.05,0.3025,95.5,148652,148662,0,10,0,0,157501,159160,180560,167606,169542.0,171831.0,0,0,0,21,148683,0,0,0,-4,148678,0,0,0,3,148681,0,0,0,0,148681.0,0,0,0,-52,148629
3335,2012-05-22,7.85,7.75,0.5,0.05,0.3025,95.2,148641,148652,0,11,0,0,154663,162129,184657,199500,197660.0,200209.0,0,0,0,10,148662,0,0,0,21,148683,0,0,0,-4,148678,,,,,,0,0,0,-50,148629
3336,2012-05-21,7.85,7.75,0.5,0.04,0.30286,95.3,148656,148641,0,-16,0,0,155223,163369,175068,184155,192905.0,194230.0,0,0,0,11,148652,0,0,0,9,148661,0,0,0,21,148682,,,,,,0,0,0,-53,148629
3337,2012-05-18,7.85,7.75,0.5,0.04,0.30214,95.3,148653,148656,0,4,0,0,158564,158750,159645,160467,194879.0,197336.0,0,0,0,-16,148641,0,0,0,11,148652,0,0,0,9,148661,,,,,,0,0,0,-32,148629
3338,2012-05-17,7.85,7.75,0.5,0.04,0.30286,95.3,148645,148653,0,7,0,0,160705,180788,177972,188796,190750.0,194020.0,0,0,0,4,148656,0,0,0,-16,148641,0,0,0,11,148652,,,,,,0,0,0,-23,148629
3339,2012-05-16,7.85,7.75,0.5,0.05,0.30286,95.3,148644,148645,0,1,0,0,163354,163418,187622,168004,177618.0,178741.0,0,0,0,7,148653,0,0,0,4,148656,0,0,0,-16,148641,,,,,,0,0,0,-12,148629
3340,2012-05-15,7.85,7.75,0.5,0.05,0.30286,95.0,148644,148644,0,0,0,0,151444,154427,174958,187687,185695.0,188168.0,0,0,0,1,148645,0,0,0,6,148652,0,0,0,4,148655,,,,,,0,0,0,-26,148629
3341,2012-05-14,7.85,7.75,0.5,0.05,0.3025,95.0,148644,148644,0,0,0,0,159626,161827,180744,185656,194007.0,198599.0,0,0,0,0,148644,0,0,0,1,148644,0,0,0,6,148651,,,,,,0,0,0,-22,148629
3342,2012-05-11,7.85,7.75,0.5,0.05,0.3025,94.9,148644,148644,0,0,0,0,154135,154230,181093,184825,187313.0,189612.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,1,148644,,,,,,0,0,0,-16,148629
3343,2012-05-10,7.85,7.75,0.5,0.05,0.3025,94.8,148644,148644,0,0,0,0,161829,162415,179614,186641,197693.0,199592.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3344,2012-05-09,7.85,7.75,0.5,0.06,0.3025,94.7,148645,148644,0,-1,0,0,160061,169734,184771,168749,173591.0,174438.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3345,2012-05-08,7.85,7.75,0.5,0.08,0.30214,94.7,148645,148645,0,0,0,0,153266,153929,177798,181818,188669.0,190157.0,0,0,0,-1,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3346,2012-05-07,7.85,7.75,0.5,0.08,0.30214,94.7,148645,148645,0,0,0,0,156244,156286,166201,175757,186199.0,187584.0,0,0,0,0,148645,0,0,0,-1,148643,0,0,0,0,148643,,,,,,0,0,0,-15,148629
3347,2012-05-04,7.85,7.75,0.5,0.09,0.30357,94.6,148645,148645,0,0,0,0,154950,156252,168293,181480,190233.0,191673.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,-1,148643,,,,,,0,0,0,-15,148629
3348,2012-05-03,7.85,7.75,0.5,0.08,0.30321,94.6,148645,148645,0,0,0,0,153220,155231,173798,185276,196641.0,197326.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3349,2012-05-02,7.85,7.75,0.5,0.05,0.30321,94.5,148644,148645,0,1,0,0,155122,155255,180876,153297,175077.0,180311.0,0,0,0,0,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3350,2012-04-30,7.85,7.75,0.5,0.04,0.30321,94.5,148644,148644,0,0,0,0,151564,153960,160884,174315,192960.0,195307.0,0,0,0,1,148645,0,0,0,0,148645,0,0,0,0,148645,,,,,,0,0,0,-16,148629
3351,2012-04-27,7.85,7.75,0.5,0.03,0.30304,94.6,148644,148644,0,0,0,0,154089,159322,180186,188781,201013.0,198794.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3352,2012-04-26,7.85,7.75,0.5,0.03,0.3025,94.5,148644,148644,0,0,0,0,153053,160631,171371,188586,197243.0,191282.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3353,2012-04-25,7.85,7.75,0.5,0.03,0.3025,94.6,148643,148644,0,0,0,0,156148,156528,174264,159801,172613.0,177117.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3354,2012-04-24,7.85,7.75,0.5,0.03,0.3025,94.6,148643,148643,0,0,0,0,156140,158920,169074,177457,185966.0,187539.0,0,0,0,0,148644,0,0,0,0,148644,0,0,0,0,148644,,,,,,0,0,0,-15,148629
3355,2012-04-23,7.85,7.75,0.5,0.03,0.30214,94.7,148643,148643,0,0,0,0,152710,158119,166983,178180,189560.0,184087.0,0,0,0,0,148643,0,0,0,-1,148642,0,0,0,0,148642,,,,,,0,0,0,-14,148629
3356,2012-04-20,7.85,7.75,0.5,0.03,0.3025,94.7,148643,148643,0,0,0,0,154873,162389,165694,174232,187150.0,193458.0,0,0,0,0,148643,0,0,0,0,148643,0,0,0,-1,148642,,,,,,0,0,0,-14,148629
3357,2012-04-19,7.85,7.75,0.5,0.03,0.3025,94.7,148643,148643,0,0,0,0,153683,157440,167520,193117,190767.0,193341.0,0,0,0,0,148643,0,0,0,0,148643,0,0,0,0,148643,,,,,,0,0,0,-15,148629
3358,2012-04-18,7.85,7.75,0.5,0.03,0.30321,94.7,148646,148643,0,-2,0,0,158281,164735,171825,162768,176898.0,181876.0,0,0,0,0,148643,0,0,0,0,148643,0,0,0,0,148643,,,,,,0,0,0,-15,148629
3359,2012-04-17,7.85,7.75,0.5,0.03,0.30286,94.6,148646,148646,0,0,0,0,159240,169631,171036,186698,203398.0,204224.0,0,0,0,-2,148643,0,0,0,0,148643,0,0,0,0,148643,,,,,,0,0,0,-15,148629
3360,2012-04-16,7.85,7.75,0.5,0.02,0.3025,94.8,148646,148646,0,0,0,0,153547,158771,166974,178442,195866.0,196070.0,0,0,0,0,148646,0,0,0,-4,148642,0,0,0,0,148642,,,,,,0,0,0,-13,148629
3361,2012-04-13,7.85,7.75,0.5,0.03,0.3025,94.5,148646,148646,0,0,0,0,154265,158781,178151,198051,201198.0,194509.0,0,0,0,0,148646,0,0,0,0,148646,0,0,0,-4,148642,,,,,,0,0,0,-13,148629
3362,2012-04-12,7.85,7.75,0.5,0.02,0.3025,94.7,148646,148646,0,0,0,0,162559,162804,176701,181285,201623.0,203838.0,0,0,0,0,148646,0,0,0,0,148646,0,0,0,0,148646,,,,,,0,0,0,-17,148629
3363,2012-04-11,7.85,7.75,0.5,0.02,0.3025,94.7,148644,148646,0,2,0,0,159595,159928,175229,164799,177974.0,181788.0,0,0,0,0,148646,0,0,0,0,148646,0,0,0,0,148646,,,,,,0,0,0,-17,148629
3364,2012-04-10,7.85,7.75,0.5,0.02,0.3025,94.7,148644,148644,0,0,0,0,168683,170785,192399,198449,217237.0,213972.0,0,0,0,2,148646,0,0,0,0,148646,0,0,0,0,148646,,,,,,0,0,0,-17,148629
3365,2012-04-05,7.85,7.75,0.5,0.02,0.30214,94.6,148664,148644,0,-21,0,0,160010,172323,181429,182521,188132.0,182610.0,0,0,0,0,148644,0,0,0,-1,148643,0,0,0,0,148643,,,,,,0,0,0,-14,148629
3366,2012-04-03,7.85,7.75,0.5,0.02,0.30214,94.5,148664,148664,0,0,0,0,153591,157423,172409,177194,189783.0,193070.0,0,0,0,-21,148644,0,0,0,0,148644,0,0,0,-15,148629,,,,,,0,0,0,0,148629
3367,2012-04-02,7.85,7.75,0.5,0.02,0.30143,94.5,148712,148664,0,0,-48,0,153985,154244,171925,178647,183848.0,191563.0,0,0,0,0,148664,0,0,0,-22,148642,0,0,0,0,148642,,,,,,0,0,0,-14,148629
3368,2012-03-30,7.85,7.75,0.5,0.03,0.30143,94.6,148664,148712,0,0,0,48,154214,154486,170504,181485,200256.0,194253.0,0,0,-48,0,148664,0,0,0,0,148664,0,0,0,-22,148642,,,,,,0,0,0,-14,148629
3369,2012-03-29,7.85,7.75,0.5,0.02,0.30143,94.6,149994,148664,0,0,-1330,0,153873,156192,163560,184349,196842.0,184529.0,0,0,0,0,148664,0,0,0,0,148664,0,0,0,0,148664,,,,,,0,0,0,-36,148629
3370,2012-03-28,7.85,7.75,0.5,0.02,0.30143,94.5,148656,149994,0,8,0,1330,154291,159028,178301,152774,163762.0,168098.0,0,0,-1330,0,148664,0,0,0,0,148664,0,0,0,0,148664,,,,,,0,0,0,-36,148629
3371,2012-03-27,7.85,7.75,0.5,0.02,0.30143,94.6,148656,148656,0,0,0,0,157075,160505,166852,172272,189811.0,192557.0,0,0,0,8,148664,0,0,0,0,148664,0,0,0,0,148664,,,,,,0,0,0,-36,148629
3372,2012-03-26,7.85,7.75,0.5,0.02,0.30214,94.7,148618,148656,0,38,0,0,157452,159335,171686,181105,191877.0,187647.0,0,0,0,0,148656,0,0,0,8,148664,0,0,0,0,148664,,,,,,0,0,0,-35,148629
3373,2012-03-23,7.85,7.75,0.5,0.01,0.30214,94.7,148618,148618,0,0,0,0,153216,167826,170306,187763,209042.0,208076.0,0,0,0,38,148656,0,0,0,0,148656,0,0,0,8,148664,,,,,,0,0,0,-35,148629
3374,2012-03-22,7.85,7.75,0.5,0.01,0.3025,94.8,148599,148618,0,19,0,0,151511,156156,174336,184725,180345.0,186115.0,0,0,0,0,148618,0,0,0,38,148656,0,0,0,0,148656,,,,,,0,0,0,-28,148629
3375,2012-03-21,7.85,7.75,0.5,0.01,0.30214,94.8,148703,148599,0,-104,0,0,156584,156616,159023,134664,152100.0,162932.0,0,0,0,19,148618,0,0,0,0,148618,0,0,0,38,148656,,,,,,0,0,0,-28,148629
3376,2012-03-20,7.85,7.75,0.5,0.01,0.30214,94.8,148702,148703,0,1,0,0,150346,150656,165013,173033,177726.0,176565.0,0,0,0,-104,148599,0,0,0,19,148618,0,0,0,0,148618,,,,,,0,0,0,11,148629
3377,2012-03-19,7.85,7.75,0.5,0.03,0.30214,94.8,148642,148702,0,60,0,0,155797,156455,165655,167277,173922.0,178936.0,0,0,0,1,148703,0,0,0,-106,148597,0,0,0,19,148617,,,,,,0,0,0,12,148629
3378,2012-03-16,7.85,7.75,0.5,0.01,0.30214,94.9,148642,148642,0,0,0,0,149833,157680,163531,171050,183761.0,188853.0,0,0,0,60,148702,0,0,0,1,148703,0,0,0,-106,148597,,,,,,0,0,0,31,148629
3379,2012-03-15,7.85,7.75,0.5,0.02,0.30214,95.1,148642,148642,0,0,0,0,153460,156248,167099,181069,182373.0,185540.0,0,0,0,0,148642,0,0,0,110,148752,0,0,0,1,148753,,,,,,0,0,0,-124,148629
3380,2012-03-14,7.85,7.75,0.5,0.02,0.30214,95.0,148618,148642,0,23,0,0,152429,156713,175652,151970,158533.0,150705.0,0,0,0,0,148642,0,0,0,0,148642,0,0,0,110,148752,,,,,,0,0,0,-123,148629
3381,2012-03-13,7.85,7.75,0.5,0.01,0.30143,94.7,148618,148618,0,0,0,0,151487,154139,172350,180355,186879.0,189126.0,0,0,0,23,148642,0,0,0,0,148642,0,0,0,0,148642,,,,,,0,0,0,-13,148629
3382,2012-03-12,7.85,7.75,0.5,0.02,0.3025,94.8,148618,148618,0,0,0,0,153216,155870,162774,166542,179499.0,181562.0,0,0,0,0,148618,0,0,0,22,148641,0,0,0,0,148641,,,,,,0,0,0,-12,148629
3383,2012-03-09,7.85,7.75,0.5,0.03,0.30214,94.6,148625,148618,0,-7,0,0,153813,162818,177377,179939,189838.0,186534.0,0,0,0,0,148618,0,0,0,0,148618,0,0,0,22,148641,,,,,,0,0,0,-12,148629
3384,2012-03-08,7.85,7.75,0.5,0.03,0.30214,94.6,148635,148625,0,-10,0,0,158564,162847,174323,179316,188477.0,192811.0,0,0,0,-7,148618,0,0,0,0,148618,0,0,0,0,148618,,,,,,0,0,0,10,148629
3385,2012-03-07,7.85,7.75,0.5,0.03,0.30214,94.6,148633,148635,0,2,0,0,160056,167717,173139,159247,168873.0,171493.0,0,0,0,-10,148625,0,0,0,-7,148618,0,0,0,0,148618,,,,,,0,0,0,10,148629
3386,2012-03-06,7.85,7.75,0.5,0.02,0.30214,94.5,148639,148633,0,-5,0,0,152360,155435,163649,174452,185434.0,185459.0,0,0,0,2,148635,0,0,0,-10,148625,0,0,0,-7,148618,,,,,,0,0,0,10,148629
3387,2012-03-05,7.85,7.75,0.5,0.04,0.30214,94.5,148652,148639,0,-13,0,0,153504,157896,171851,172997,180554.0,183747.0,0,0,0,-5,148633,0,0,0,2,148635,0,0,0,-10,148625,,,,,,0,0,0,4,148629
3388,2012-03-02,7.85,7.75,0.5,0.04,0.30214,94.4,148663,148652,0,-11,0,0,150379,150384,161829,173854,181357.0,175183.0,0,0,0,-13,148639,0,0,0,-5,148633,0,0,0,2,148635,,,,,,0,0,0,-6,148629
3389,2012-03-01,7.85,7.75,0.5,0.04,0.3025,94.3,148663,148663,0,0,0,0,151222,151882,158638,189732,202380.0,199683.0,0,0,0,-11,148652,0,0,0,-13,148639,0,0,0,-5,148633,,,,,,0,0,0,-5,148629
3390,2012-02-29,7.85,7.75,0.5,0.04,0.30357,94.1,148719,148663,0,-56,0,0,153864,156689,173126,179883,181253.0,176776.0,0,0,0,0,148663,0,0,0,-11,148652,0,0,0,-13,148639,,,,,,0,0,0,-10,148629
