,end_of_date,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
375,2024-05-20,591045,13157,44887,44887,1265929,1184461,1184461,1915018
376,2024-05-17,592855,13160,44882,45325,1265606,1184066,1183621,1916503
377,2024-05-16,591405,13160,44882,44882,1265494,1184724,1184724,1914941
378,2024-05-14,592955,13162,44938,44938,1265156,1184160,1184160,1916211
379,2024-05-13,592175,13162,44938,45919,1265190,1185171,1184189,1915465
380,2024-05-10,593845,13162,44938,44938,1264719,1190623,1190623,1916664
381,2024-05-09,590785,13162,44938,44938,1264579,1190923,1190923,1913464
382,2024-05-08,590605,13164,44938,44938,1264448,1191680,1191680,1913155
383,2024-05-07,592985,13170,44774,45774,1264584,1186131,1185131,1915513
384,2024-05-06,594115,13170,44774,44774,1264329,1184881,1184881,1916388
385,2024-05-03,596715,13178,44774,44774,1263686,1184469,1184469,1918353
386,2024-05-02,593755,13178,44774,44774,1263655,1184206,1184206,1915362
387,2024-04-30,594615,13177,44705,44705,1263433,1174213,1174213,1915930
388,2024-04-29,592445,13177,44705,44705,1263269,1174956,1174956,1913596
389,2024-04-26,593535,13178,44705,44705,1263005,1179403,1179403,1914423
390,2024-04-25,589445,13178,44705,44705,1262912,1184135,1184135,1910240
391,2024-04-24,589195,13186,44705,44705,1262871,1184674,1184674,1909957
392,2024-04-23,590185,13188,44923,45448,1262525,1182045,1181519,1910821
393,2024-04-22,590905,13189,44923,45423,1262215,1181838,1181338,1911232
394,2024-04-19,592715,13189,44923,44923,1261809,1183048,1183048,1912636
395,2024-04-18,589025,13191,44923,44923,1261590,1183695,1183695,1908729
396,2024-04-17,588235,13199,44923,44923,1261235,1182935,1182935,1907592
397,2024-04-16,590435,13198,45096,45096,1260766,1166282,1166282,1909495
398,2024-04-15,591085,13198,45096,45126,1260877,1166841,1166810,1910256
399,2024-04-12,593695,13207,45096,45096,1260387,1166434,1166434,1912385
400,2024-04-11,589885,13207,45096,45096,1260184,1166091,1166091,1908372
401,2024-04-10,589615,13207,45096,45096,1260056,1167282,1167282,1907974
402,2024-04-09,591325,13218,44964,44964,1259930,1161891,1161891,1909437
403,2024-04-08,593095,13218,44964,44964,1259756,1162013,1162013,1911033
404,2024-04-05,596675,13218,44964,44964,1259305,1161848,1161848,1914162
405,2024-04-03,596705,13222,44964,44964,1258999,1161858,1161858,1913890
406,2024-04-02,597685,13226,44830,45109,1259086,1157396,1157116,1914827
407,2024-03-28,601135,13238,44830,45617,1258331,1156837,1156048,1917534
408,2024-03-27,596215,13238,44830,44830,1258163,1156979,1156979,1912446
409,2024-03-26,592915,13246,44736,45636,1257880,1152528,1151626,1908777
410,2024-03-25,592105,13244,44736,44736,1257720,1153330,1153330,1907805
411,2024-03-22,593565,13247,44736,44736,1257343,1152017,1152017,1908891
412,2024-03-21,590865,13250,44736,44756,1257289,1149896,1149875,1906140
413,2024-03-20,591085,13270,44736,44736,1257141,1149140,1149140,1906232
414,2024-03-19,592395,13270,44881,46864,1256915,1148913,1146927,1907461
415,2024-03-18,593565,13268,44881,45019,1256966,1149004,1148867,1908680
416,2024-03-15,596245,13268,44881,44881,1256622,1147889,1147889,1911016
417,2024-03-14,593225,13268,44881,44881,1256553,1148575,1148575,1907927
418,2024-03-13,593155,13293,44881,44881,1256427,1148291,1148291,1907756
419,2024-03-12,594635,13293,44781,44781,1256467,1147143,1147143,1909176
420,2024-03-11,595715,13293,44781,44781,1256369,1147655,1147655,1910158
421,2024-03-08,598455,13293,44781,44781,1255957,1146860,1146860,1912486
422,2024-03-07,594995,13293,44774,44774,1255774,1147529,1147529,1908836
423,2024-03-06,594715,13311,44774,44774,1255774,1147479,1147479,1908574
424,2024-03-05,596255,13311,44791,44791,1255621,1145729,1145729,1909978
425,2024-03-04,597615,13311,44791,45105,1255525,1145670,1145356,1911242
426,2024-03-01,600175,13335,44785,44785,1255066,1145281,1145281,1913361
427,2024-02-29,596575,13333,44785,44785,1254883,1145968,1145968,1909576
428,2024-02-28,596115,13333,44785,44785,1254747,1149103,1149103,1908980
429,2024-02-27,597155,13333,44929,44929,1254465,1146828,1146828,1909882
430,2024-02-26,597755,13332,44909,44909,1254351,1146708,1146708,1910347
431,2024-02-23,600795,13360,44861,44861,1253867,1146431,1146431,1912883
432,2024-02-22,598595,13360,44837,44857,1253655,1150016,1149995,1910447
433,2024-02-21,599585,13359,44776,44776,1253623,1151758,1151758,1911343
434,2024-02-20,602025,13359,44928,44928,1231160,1144963,1144963,1891472
435,2024-02-19,604805,13373,44893,44893,1253318,1144040,1144040,1916389
436,2024-02-16,608305,13373,44893,44893,1252912,1143618,1143618,1919483
437,2024-02-15,608445,13389,44893,44893,1252815,1144575,1144575,1919542
438,2024-02-14,610635,13389,44893,44893,1252590,1144552,1144552,1921507
439,2024-02-09,615525,13400,44706,44706,1252178,1142003,1142003,1925809
440,2024-02-08,613295,13400,44706,44706,1252000,1142160,1142160,1923401
441,2024-02-07,611025,13407,44706,44706,1251927,1144061,1144061,1921065
442,2024-02-06,609985,13407,44750,44750,1251825,1142288,1142288,1919967
443,2024-02-05,608785,13414,44750,44770,1251726,1158438,1158418,1918675
444,2024-02-02,610825,13414,44750,44750,1251263,1142359,1142359,1920252
445,2024-02-01,604835,13416,44750,44750,1251119,1142425,1142425,1914120
446,2024-01-31,601295,13416,44750,44750,1251017,1141650,1141650,1910478
447,2024-01-30,600265,13422,44720,44720,1250677,1144758,1144758,1909084
448,2024-01-29,600655,13422,44720,46834,1250631,1144560,1142446,1909428
449,2024-01-26,601845,13422,44720,44720,1250376,1144624,1144624,1910363
450,2024-01-25,595835,13412,44720,44720,1250286,1144530,1144530,1904253
451,2024-01-24,592845,13409,44720,44720,1250200,1143380,1143380,1901174
452,2024-01-23,592725,13406,45117,45117,1249380,1137569,1137569,1900628
453,2024-01-22,592495,13400,45117,45117,1248870,1141653,1141653,1899882
454,2024-01-19,593895,13396,45117,45117,1248403,1139482,1139482,1900811
455,2024-01-18,589785,13388,45117,45117,1248118,1184230,1184230,1896408
456,2024-01-17,587665,13386,45117,45117,1248094,1182007,1182007,1894262
457,2024-01-16,587645,13386,44948,44948,1248013,1178132,1178132,1893992
458,2024-01-15,588925,13386,44948,44978,1247758,1178166,1178135,1895017
459,2024-01-12,590675,13385,44948,44948,1247288,1178444,1178444,1896296
460,2024-01-11,586075,13382,44948,44948,1247194,1181629,1181629,1891599
461,2024-01-10,585815,13372,44948,44948,1247172,1187596,1187596,1891307
462,2024-01-09,586365,13364,44952,45952,1246806,1180368,1179365,1891487
463,2024-01-08,587935,13320,44952,45072,1246391,1179713,1179593,1892598
464,2024-01-05,590795,13310,44952,44952,1246133,1179096,1179096,1895190
465,2024-01-04,586645,13273,44952,44952,1246020,1183108,1183108,1890890
466,2024-01-03,588135,13191,44952,46647,1245878,1184296,1182599,1892156
467,2024-01-02,589125,13188,44950,44950,1245869,1177752,1177752,1893132
468,2023-12-29,592585,13180,44950,44950,1245147,1177288,1177288,1895862
469,2023-12-28,590725,13180,44950,44950,1244738,1178650,1178650,1893593
470,2023-12-27,589975,13180,44950,47950,1244592,1181223,1178217,1892697
471,2023-12-22,593585,13176,44886,44886,1243790,1179175,1179175,1895437
472,2023-12-21,588875,13176,44886,45591,1243641,1178368,1177662,1890578
473,2023-12-20,585755,13176,44886,44886,1243544,1178838,1178838,1887361
474,2023-12-19,584265,13173,44859,44859,1243197,1177907,1177907,1885494
475,2023-12-18,584495,13167,44859,44859,1243001,1177957,1177957,1885522
476,2023-12-15,586695,13157,44859,45158,1242898,1177783,1177483,1887609
477,2023-12-14,582015,13153,44859,44859,1242831,1178347,1178347,1882858
478,2023-12-13,581815,13146,44859,44859,1242379,1177029,1177029,1882199
479,2023-12-12,582925,13133,44868,44868,1242121,1179174,1179174,1883047
480,2023-12-11,584625,13132,44868,44868,1241752,1178324,1178324,1884377
481,2023-12-08,586705,13123,44868,44868,1241289,1177708,1177708,1885985
482,2023-12-07,581975,13123,44855,44896,1241024,1177683,1177642,1880977
483,2023-12-06,581605,13116,44855,48325,1240994,1177148,1174127,1880570
484,2023-12-05,581475,13109,45025,45025,1240775,1173023,1173023,1880384
485,2023-12-04,583205,13109,45025,45025,1240276,1172773,1172773,1881615
486,2023-12-01,585285,13109,44999,44999,1239702,1171445,1171445,1883095
487,2023-11-30,580975,13109,44999,47999,1239319,1172688,1169626,1878402
488,2023-11-29,579855,13106,44999,44999,1238870,1174048,1174048,1876830
489,2023-11-28,580095,13099,45295,45295,1238151,1172259,1172259,1876640
490,2023-11-27,581405,13097,45293,45293,1237925,1171994,1171994,1877720
491,2023-11-24,583005,13096,45281,45281,1237598,1172693,1172693,1878980
492,2023-11-23,578985,13094,45255,45255,1237448,1173207,1173207,1874782
493,2023-11-22,578625,13094,45213,46118,1237321,1173312,1172403,1874253
494,2023-11-21,579585,13094,45073,45073,1237298,1170625,1170625,1875050
495,2023-11-20,580635,13089,45073,45073,1237222,1172591,1172591,1876019
496,2023-11-17,582775,13080,45063,45063,1236859,1171081,1171081,1877777
497,2023-11-16,578825,13082,45063,45063,1236870,1174396,1174396,1873840
498,2023-11-15,579305,13082,45063,45063,1236685,1175677,1175677,1874135
499,2023-11-14,580245,13082,44942,44942,1236524,1176571,1176571,1874793
500,2023-11-13,581955,13082,44942,44942,1236425,1177144,1177144,1876404
501,2023-11-10,584455,13081,44942,44942,1235867,1177213,1177213,1878345
502,2023-11-09,580395,13081,44942,44942,1235716,1178280,1178280,1874134
503,2023-11-08,579915,13081,44942,44942,1235760,1178384,1178384,1873698
504,2023-11-07,581805,13081,44893,44893,1235715,1173105,1173105,1875494
505,2023-11-06,583405,13081,44893,44893,1235698,1173542,1173542,1877077
506,2023-11-03,585775,13081,44893,44893,1235168,1172593,1172593,1878917
507,2023-11-02,580955,13079,44893,44893,1234977,1173227,1173227,1873904
508,2023-11-01,581095,13081,44893,44893,1234779,1174229,1174229,1873848
509,2023-10-31,582265,13081,45014,45014,1234476,1169426,1169426,1874836
510,2023-10-30,582875,13081,45014,45903,1234297,1169023,1168132,1875267
511,2023-10-27,584595,13081,45014,45014,1233792,1169107,1169107,1876482
512,2023-10-26,580335,13081,45014,45014,1233642,1169226,1169226,1872072
513,2023-10-25,581455,13081,45014,45014,1233499,1170638,1170638,1873049
514,2023-10-24,583425,13081,45038,45265,1233340,1166383,1166156,1874884
515,2023-10-20,587135,13079,45038,45038,1232741,1166250,1166250,1877993
516,2023-10-19,583725,13079,45038,45038,1232679,1169629,1169629,1874521
517,2023-10-18,582295,13079,45038,45038,1232445,1173445,1173445,1872857
518,2023-10-17,582555,13078,45047,45047,1232120,1169022,1169022,1872800
519,2023-10-16,584365,13081,45047,45047,1232132,1169181,1169181,1874625
520,2023-10-13,586975,13080,45047,45047,1231685,1175645,1175645,1876787
521,2023-10-12,583515,13080,45047,45067,1231565,1175132,1175112,1873207
522,2023-10-11,584485,13080,45047,45047,1231324,1175884,1175884,1873936
523,2023-10-10,586635,13079,45065,45065,1231160,1177977,1177977,1875939
524,2023-10-09,589285,13079,45065,45065,1230957,1177803,1177803,1878386
525,2023-10-06,590725,13077,45065,45065,1230579,1177471,1177471,1879446
526,2023-10-05,591795,13077,45065,45065,1230390,1177520,1177520,1880327
527,2023-10-04,589585,13077,45065,45065,1230255,1177882,1177882,1877982
528,2023-10-03,589625,13076,45175,45723,1230033,1172707,1172157,1877909
529,2023-09-29,593155,13076,45175,45175,1229211,1173567,1173567,1880617
530,2023-09-28,588475,13076,45175,45175,1228937,1173113,1173113,1875663
531,2023-09-27,585055,13079,45175,45175,1228719,1173220,1173220,1872028
532,2023-09-26,584075,13079,44782,44782,1228782,1170263,1170263,1870718
533,2023-09-25,584855,13079,44782,46173,1228699,1170530,1169139,1871415
534,2023-09-22,586775,13077,44782,44782,1228708,1170629,1170629,1873342
535,2023-09-21,582725,13077,44782,44782,1228793,1170749,1170749,1869377
536,2023-09-20,583365,13074,44782,44782,1228659,1171050,1171050,1869880
537,2023-09-19,584495,13073,44745,44745,1228392,1168248,1168248,1870705
538,2023-09-18,585375,13075,44745,44745,1228448,1168298,1168298,1871643
539,2023-09-15,587225,13075,44745,44745,1228237,1168279,1168279,1873282
540,2023-09-14,587815,13075,44745,44745,1228131,1169226,1169226,1873766
541,2023-09-13,583315,13075,44745,44745,1227881,1169278,1169278,1869016
542,2023-09-12,584415,13077,44719,44719,1228072,1166873,1166873,1870283
543,2023-09-11,586005,13077,44719,44719,1228361,1167550,1167550,1872162
544,2023-09-08,583965,13069,44719,44719,1228411,1168663,1168663,1870164
545,2023-09-07,583965,13069,44714,44714,1228286,1168526,1168526,1870034
546,2023-09-06,584335,13069,44714,44789,1228500,1168753,1168678,1870618
547,2023-09-05,586205,13072,44881,44881,1227977,1166318,1166318,1872135
548,2023-09-04,587785,13072,44881,46928,1227993,1166275,1164226,1873731
549,2023-09-01,590265,13072,44872,47272,1228161,1166471,1164062,1876370
550,2023-08-31,590265,13072,44872,44872,1228049,1166258,1166258,1876258
551,2023-08-30,586085,13072,44872,44872,1227963,1168357,1168357,1871992
552,2023-08-29,583465,13074,44889,44889,1227410,1167351,1167351,1868838
553,2023-08-28,584475,13074,44889,44889,1227280,1167514,1167514,1869718
554,2023-08-25,586305,13074,44840,44840,1226861,1166821,1166821,1871080
555,2023-08-24,582115,13074,44829,48782,1226684,1167057,1163097,1866702
556,2023-08-23,581915,13072,44810,44810,1226085,1167281,1167281,1865882
557,2023-08-22,583105,13072,45107,45107,1225354,1166071,1166071,1866638
558,2023-08-21,584885,13072,45049,45049,1224947,1165669,1165669,1867953
559,2023-08-18,586125,13072,45014,45014,1224442,1165287,1165287,1868653
560,2023-08-17,583045,13072,45014,45014,1224376,1164079,1164079,1865507
561,2023-08-16,583425,13072,45014,45039,1224134,1165904,1165880,1865645
562,2023-08-15,584625,13072,44766,44766,1224096,1163054,1163054,1866559
563,2023-08-14,586585,13073,44766,44766,1223709,1162974,1162974,1868133
564,2023-08-11,588865,13073,44766,44766,1223350,1162953,1162953,1870054
565,2023-08-10,584785,13075,44766,44772,1223252,1163646,1163640,1865878
566,2023-08-09,585065,13078,44766,44766,1222998,1163710,1163710,1865907
567,2023-08-08,586765,13078,44974,44974,1222451,1162536,1162536,1867268
568,2023-08-07,588705,13078,44974,44974,1222262,1162258,1162258,1869019
569,2023-08-04,591375,13078,44974,44974,1221805,1162638,1162638,1871232
570,2023-08-03,586795,13078,44974,44974,1221508,1166047,1166047,1866355
571,2023-08-02,587665,13076,44974,44974,1221261,1165696,1165696,1866976
572,2023-08-01,589075,13082,44692,44692,1221485,1162588,1162588,1868334
573,2023-07-31,590195,13080,44692,44692,1221376,1162986,1162986,1869343
574,2023-07-28,592495,13080,44692,44692,1220956,1161144,1161144,1871223
575,2023-07-27,593215,13078,44692,45520,1220781,1161380,1160539,1871766
576,2023-07-26,588155,13078,44692,44692,1220866,1161620,1161620,1866791
577,2023-07-25,588075,13078,44941,44941,1220619,1159486,1159486,1866713
578,2023-07-24,589755,13080,44941,44987,1220491,1159462,1159416,1868267
579,2023-07-21,590635,13080,44941,44941,1220018,1159306,1159306,1868674
580,2023-07-20,587325,13079,44941,44961,1219867,1159051,1159023,1865212
581,2023-07-19,587335,13079,44941,44941,1219714,1158773,1158773,1865069
582,2023-07-18,588055,13078,44950,44950,1219671,1156932,1156932,1865754
583,2023-07-17,591685,13078,44950,48835,1219673,1156959,1153065,1869386
584,2023-07-14,591685,13078,44950,44950,1219236,1156421,1156421,1868949
585,2023-07-13,587845,13076,44950,44950,1219350,1156538,1156538,1865221
586,2023-07-12,588085,13076,44950,44955,1219207,1155874,1155869,1865318
587,2023-07-11,589205,13080,45131,45131,1218734,1156149,1156149,1866150
588,2023-07-10,590715,13078,45131,45131,1218510,1156538,1156538,1867434
589,2023-07-07,593435,13075,45131,45131,1217982,1158210,1158210,1869623
590,2023-07-06,589585,13075,45131,45131,1217662,1157955,1157955,1865453
591,2023-07-05,589415,13078,45131,48233,1217834,1158438,1155326,1865458
592,2023-07-04,590705,13078,44895,44895,1218063,1156513,1156513,1866741
593,2023-07-03,592785,13077,44895,45192,1217933,1156287,1155990,1868690
594,2023-06-30,595445,13077,44895,45886,1217635,1156115,1155124,1871052
595,2023-06-29,590565,13075,44895,44915,1217532,1158285,1137801,1866067
596,2023-06-28,589715,13079,44895,44895,1217435,1158554,1158554,1865124
597,2023-06-27,590155,13082,44697,44697,1217582,1155699,1155699,1865516
598,2023-06-26,592005,13082,44697,44947,1217290,1155501,1155248,1867074
599,2023-06-23,594925,13081,44697,44697,1216642,1154943,1154943,1869345
600,2023-06-21,592595,13081,44697,44697,1216416,1153394,1153394,1866789
601,2023-06-20,591825,13083,44676,44722,1216293,1154001,1153955,1865877
602,2023-06-19,593595,13083,44676,44676,1215899,1153491,1153491,1867253
603,2023-06-16,595375,13084,44676,44726,1215652,1152749,1152699,1868787
604,2023-06-15,591795,13084,44676,44676,1215787,1152701,1152701,1865342
605,2023-06-14,591995,13087,44676,45338,1215977,1153546,1152884,1865735
606,2023-06-13,593725,13088,44764,44764,1215997,1151826,1151826,1867574
607,2023-06-12,594465,13090,44764,44764,1215727,1151498,1151498,1868046
608,2023-06-09,597295,13090,44764,44764,1215412,1151278,1151278,1870561
609,2023-06-08,592975,13091,44764,44764,1215188,1151933,1151933,1866018
610,2023-06-07,593745,13099,44753,44753,1215764,1138168,1138168,1867361
611,2023-06-06,594855,13101,44830,44850,1215608,1148731,1148711,1868394
612,2023-06-05,596205,13101,44830,44830,1215254,1148833,1148833,1869390
613,2023-06-02,599215,13101,44810,44810,1214778,1147999,1147999,1871904
614,2023-06-01,594375,13103,44800,44800,1214306,1149073,1149073,1866584
615,2023-05-31,594725,13106,44800,44800,1214116,1148839,1148839,1866747
616,2023-05-30,595285,13106,44840,44840,1213650,1145700,1145700,1866881
617,2023-05-29,596815,13106,44840,48605,1213385,1145235,1141465,1868146
618,2023-05-25,599595,13106,44832,44832,1213483,1146832,1146832,1871016
619,2023-05-24,595145,13109,44831,44831,1213679,1148237,1148237,1866764
620,2023-05-23,594905,13109,44872,44872,1212978,1147835,1147835,1865864
621,2023-05-22,595745,13111,44830,44830,1212272,1147395,1147395,1865958
622,2023-05-19,597775,13111,44822,44822,1211738,1147060,1147060,1867446
